Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
62	16.780634	3.0241942	24.168858	10.800279	241.7	82.0342	401.0	79.0	1000.0	435738.0	0.23054920634920634	1.8520391	0.5477292	2.9803364	-0.29790697	24.572758	11.891099	79.00851	0.07879943	-1.6276042e-08	-0.007522589	1.6276042e-08	0.0049834796	0.2010832	-0.06231749	132.22911	-64.909256	0	0	2.6089272	0.0	1.0404632	0.0097961975	1890000	6762.490707874298
63	17.410105	3.1818588	25.029646	8.891299	193.43333	71.04162	335.0	48.0	1000.0	441541.0	0.22996927083333332	1.8073136	0.54137516	2.8529546	-0.56501514	23.313488	12.092429	72.57596	-7.096313	2.0345052e-09	-0.008363086	0.0	-0.014447268	0.2012753	-0.05507475	125.40778	-66.89824	0	0	2.4329946	0.0	1.0305822	0.009852098	1920000	6869.508803129196
64	17.212952	4.1745763	22.50532	0.88085353	226.6	69.19085	423.0	104.0	1000.0	448339.0	0.2299174358974359	1.8027991	0.59795535	3.0967631	-0.4797229	20.81588	11.022744	69.9127	-1.274242	-1.6276042e-08	-0.008108092	9.358724e-08	0.0048168865	0.23466295	-0.080678105	136.97504	-69.300316	0	0	2.4547465	0.0	1.0315256	0.009810642	1950000	6976.701487779617
65	17.375467	4.2796097	23.109867	0.21482936	236.66667	67.16811	378.0	120.0	1000.0	455439.0	0.23001969696969696	1.8363278	0.5837732	2.995869	-0.7228029	24.214298	12.622536	76.75724	-1.3983481	1.6276042e-08	-0.008128326	4.0690104e-08	-0.00027209474	0.23767425	-0.08478284	119.30339	-60.758698	0	0	2.4223125	0.0	1.0161521	0.009902258	1980000	7084.1113703250885
66	18.072369	3.209917	23.856503	10.174755	265.9	77.39308	433.0	65.0	1000.0	463416.0	0.23055522388059702	1.8768518	0.5481523	3.2551374	-0.64705557	25.824768	11.855941	75.92699	1.8175614	-2.5431315e-09	-0.007981737	6.510417e-08	-0.0024491618	0.22480807	-0.08315903	134.56525	-64.10536	0	0	2.497366	0.0	1.0190246	0.009879468	2010000	7191.711883068085
67	18.140512	3.0356205	26.721273	13.024458	227.73334	59.750553	337.0	91.0	1000.0	470248.0	0.23051372549019608	1.8545445	0.5481748	2.997748	-0.70306027	25.480217	11.741085	70.94624	-0.7706544	-4.0690105e-09	-0.007271498	2.8483074e-08	-0.001395101	0.19049865	-0.0662376	118.050415	-57.33856	0	0	2.645184	0.0	1.0184553	0.009583948	2040000	7299.353041648865
68	17.736168	2.743878	22.822983	11.558937	222.8	84.64018	427.0	23.0	1000.0	476932.0	0.23040193236714976	1.8813721	0.53215647	3.0847065	-0.37838143	23.740793	11.248046	79.81309	-1.2406443	-3.0517577e-09	-0.0075002057	5.6966147e-08	-0.005941874	0.19885023	-0.061205506	141.612	-71.11578	0	0	2.5766256	0.0	1.0143259	0.009806748	2070000	7406.695924758911
69	17.49188	3.150276	24.19455	10.958325	233.8	83.78441	406.0	51.0	1000.0	483946.0	0.23045047619047618	1.820519	0.55461234	3.130897	-1.2513839	23.471338	12.872612	80.31446	-0.76484865	2.0345052e-09	-0.007782853	-6.510417e-08	-0.0050453614	0.21230596	-0.068027675	131.80685	-64.07156	0	0	2.5400708	0.0	0.9990807	0.009543208	2100000	7514.034186840057
70	18.32969	2.9573789	25.932095	11.277949	219.96666	62.180107	391.0	119.0	1000.0	490545.0	0.23030281690140844	1.8520633	0.55289453	2.8759544	-1.1291082	23.389944	12.528243	70.79474	-1.2868295	0.0	-0.008201441	-6.103516e-08	9.850667e-05	0.21246612	-0.07229382	110.896164	-59.103306	0	0	2.4571579	0.0	0.9988465	0.009840483	2130000	7621.501837968826
71	17.318054	2.527289	23.055557	12.754858	236.46666	68.93124	390.0	72.0	1000.0	497639.0	0.23038842592592593	1.8424956	0.5653661	3.2390196	-0.3254743	21.910805	12.085392	71.63002	-3.0981913	-2.0345052e-09	-0.0075651747	3.2552084e-08	0.005709082	0.18431114	-0.059412427	130.77959	-68.11692	0	0	2.7043173	0.0	0.9935025	0.0096191885	2160000	7728.980215787888
72	18.055807	3.1418111	24.165508	11.781736	225.33333	84.21295	430.0	100.0	1000.0	504399.0	0.2303191780821918	1.8308439	0.5157985	2.9036343	-0.5567027	24.869877	12.535593	72.52632	-2.0560226	-1.6276042e-08	-0.0071535534	6.510417e-08	-0.0048757	0.19802432	-0.05701703	124.291084	-63.415947	0	0	2.713932	0.0	1.0099424	0.009826094	2190000	7836.419264316559
73	16.137789	3.229336	23.175488	7.2523556	235.46666	81.04514	395.0	90.0	1000.0	511463.0	0.23038873873873875	1.7579186	0.59674126	3.2205665	-0.91352034	23.427706	12.8824415	80.38547	-1.260021	-4.0690105e-09	-0.0074177366	8.138021e-08	-0.0093724765	0.18712646	-0.066631995	144.71246	-77.02999	0	0	2.6142533	0.0	0.9981715	0.0097559	2220000	7944.081901550293
74	17.027447	3.259261	22.70218	8.00688	237.53334	65.75243	366.0	106.0	1000.0	518589.0	0.230484	1.7220101	0.55422175	2.8472555	-0.7702722	24.41121	12.127989	72.959526	-3.0040746	-8.138021e-09	-0.006279924	-6.510417e-08	-0.0023003824	0.20982015	-0.09259885	134.33153	-77.445816	0	0	2.574109	1.0	0.9918133	0.006430558	2250000	8051.707293272018
75	17.100552	2.7951474	21.543398	10.091472	224.6	73.42824	408.0	70.0	1000.0	525327.0	0.23040657894736843	1.7906396	0.587224	2.9700701	-0.93659043	23.966927	11.564976	73.04791	-0.63578725	1.2207031e-08	-0.007848118	6.510417e-08	-0.010684155	0.21778941	-0.07983042	136.49533	-69.12655	0	0	2.4954588	0.0	0.98054606	0.009915487	2280000	8159.153325557709
76	17.26252	3.069718	23.101204	7.8527255	228.8	69.09386	379.0	135.0	1000.0	532191.0	0.23038571428571428	1.8063148	0.5714174	3.3551533	-0.87223506	23.002712	13.052074	76.58136	-4.473932	-1.1698405e-08	-0.007338931	1.7903646e-07	-0.0024601887	0.207996	-0.074785724	136.99445	-68.190155	0	0	2.7202666	0.0	0.97076786	0.009822572	2310000	8266.63108086586
77	17.850319	2.597703	23.965189	14.123679	234.36667	78.56483	413.0	118.0	1000.0	539222.0	0.23043675213675213	1.8556068	0.5495535	3.1245918	-0.74159086	24.014162	12.611413	77.46449	-5.8857636	-2.5431315e-09	-0.0075361715	6.510417e-08	-0.0025032065	0.1904305	-0.06216745	124.32775	-65.42207	0	0	2.6679459	0.0	0.9739327	0.009895206	2340000	8373.987839698792
78	17.668541	2.8607054	22.778378	10.793186	246.93333	56.531372	333.0	109.0	1000.0	546630.0	0.23064556962025318	1.8430487	0.56541276	3.164768	-0.784412	24.044228	12.632534	74.81741	-3.203174	-8.138021e-09	-0.007404231	-4.0690104e-08	-0.0015950562	0.21270117	-0.06572929	127.52256	-72.29611	0	0	2.6358883	0.0	0.9795238	0.009791589	2370000	8481.638761043549
79	16.567904	2.9585028	22.037745	11.015641	253.23334	80.06317	429.0	112.0	1000.0	554227.0	0.23092791666666668	1.8039442	0.57241416	3.0074832	-0.52574766	27.07632	13.231753	77.003426	-0.8301686	1.0172526e-09	-0.008069119	-3.2552084e-08	-0.0044069337	0.19585778	-0.07025011	141.21654	-74.21614	0	0	2.5166442	0.0	0.9800054	0.009903674	2400000	8589.192930936813
80	18.339247	2.8930836	23.134087	12.31697	246.56667	84.158455	434.0	111.0	1000.0	561624.0	0.231120987654321	1.786268	0.5225896	2.8680305	-0.9462445	25.19833	12.416864	76.3154	-1.0016758	-4.0690105e-09	-0.008127884	-8.951823e-08	-0.0019579753	0.2348171	-0.0968779	124.32867	-68.16772	0	0	2.484242	0.0	0.98742384	0.009774381	2430000	8696.976306676865
81	17.944435	2.3713298	25.746395	14.644997	253.63333	85.053894	469.0	96.0	1000.0	569233.0	0.23139552845528455	1.8923544	0.5261628	3.1319227	-0.30660406	25.191605	12.208115	78.018616	-5.044498	-5.5948894e-09	-0.007470032	-6.510417e-08	-0.0076716794	0.19190404	-0.08080322	145.34286	-80.607216	0	0	2.644101	0.0	0.99224705	0.009772248	2460000	8804.874678611755
82	17.206768	1.9316205	21.96821	12.659631	258.93332	70.8604	430.0	131.0	1000.0	577001.0	0.2317273092369478	1.7795441	0.5399072	2.9507368	-0.4347082	25.874403	13.799819	88.95369	-4.222495	-1.1189779e-08	-0.007295875	8.138021e-08	-0.015315804	0.1825115	-0.07340501	130.6836	-71.56874	0	0	2.7488241	0.0	0.99042934	0.009815397	2490000	8912.842078208923
83	16.932804	4.559346	22.999706	2.4062674	253.56667	83.57459	465.0	123.0	1000.0	584608.0	0.23198730158730158	1.7954141	0.5805094	2.8993998	-1.0434785	26.743229	12.374332	80.90719	0.6801712	-1.2207031e-08	-0.008051723	8.138021e-09	-0.0054568276	0.22705856	-0.09452757	140.823	-78.27402	0	0	2.5249245	0.0	0.99055797	0.0096551655	2520000	9020.680187702179
84	18.130436	2.4710672	23.054174	13.669867	226.36667	64.949455	329.0	97.0	1000.0	591399.0	0.23192117647058824	1.8464441	0.56519604	3.0946534	-1.034429	24.118336	13.090632	77.771255	-5.2703257	-6.612142e-09	-0.007199805	-6.306966e-08	-0.0031367787	0.18055911	-0.061821558	105.21754	-60.32094	0	0	2.7450411	0.0	0.99654716	0.009833233	2550000	9127.916286468506
85	18.386019	3.2099125	26.50465	10.159998	237.13333	82.628784	456.0	114.0	1000.0	598513.0	0.23198178294573643	1.8990232	0.53078735	3.0086956	-0.2564273	24.4063	11.891158	80.05316	-2.3334517	1.4241537e-08	-0.00801286	-2.4414062e-08	-0.018179907	0.22370456	-0.08641477	127.32557	-72.59582	0	0	2.604141	0.0	0.9984398	0.009774801	2580000	9235.616618871689
86	17.86382	2.3944108	22.648262	13.357051	238.86667	78.63237	427.0	102.0	1000.0	605679.0	0.2320609195402299	1.9051607	0.559616	3.4550939	-0.4888884	23.895884	11.203679	71.86763	-0.9415419	1.0172526e-08	-0.008685856	-1.6276042e-08	-0.0037062662	0.19366911	-0.08034558	125.62205	-70.41406	0	0	2.3353014	0.0	1.0004946	0.009803289	2610000	9343.449368953705
87	18.653706	2.623884	23.722342	13.254337	235.36667	93.83406	454.0	70.0	1000.0	612740.0	0.23209848484848486	1.8901907	0.51493394	3.1309218	-0.7619999	24.30959	12.395429	77.865425	-6.354106	7.629395e-09	-0.007861601	1.180013e-07	-0.012277999	0.22279352	-0.07197246	121.225815	-68.80455	0	0	2.6614108	0.0	0.99535954	0.0097337095	2640000	9450.931895494461
88	17.553131	2.585337	22.190243	11.496375	221.46666	60.039284	405.0	100.0	1000.0	619384.0	0.23197902621722846	1.8494639	0.5525689	3.3109596	-0.26287147	23.659586	12.854391	81.17198	-3.8015473	-6.1035155e-09	-0.008034474	6.510417e-08	-0.0054255454	0.23578364	-0.08796163	120.37723	-70.88283	0	0	2.512311	0.0	0.99326307	0.009838973	2670000	9558.404708385468
89	18.665918	3.3705552	27.547796	12.027013	207.83333	64.453125	404.0	108.0	1000.0	625619.0	0.23171074074074074	1.8899807	0.5089935	3.1515682	-0.3544487	22.994606	11.411623	78.355	-4.052165	8.138021e-09	-0.006298419	-4.0690105e-09	-0.0075532226	0.198015	-0.07468877	114.04075	-68.91539	0	0	2.5725107	1.0	0.98702043	0.0063947705	2700000	9665.544065952301
90	17.441364	3.1439342	24.162695	10.96586	222.6	69.2751	327.0	61.0	1000.0	632297.0	0.23161062271062272	1.8806025	0.5946151	3.1037292	-0.8313777	22.94533	12.043723	77.14085	-3.410049	2.0345052e-09	-0.0086930925	-5.6966147e-08	-0.0037706746	0.21054547	-0.083886534	125.80301	-77.608765	0	0	2.3724623	0.0	0.98804885	0.0099045485	2730000	9773.003262043
91	18.2055	2.5293121	25.531889	13.545726	225.56667	79.878525	477.0	115.0	1000.0	639064.0	0.23154492753623188	1.8345437	0.5416419	3.1878867	-0.48963827	23.446667	12.403665	79.83514	-7.723243	4.0690105e-09	-0.0076314616	5.6966147e-08	-0.0022645101	0.23059916	-0.08251612	122.02837	-68.564964	0	0	2.632282	0.0	0.9838625	0.009809605	2760000	9880.33597111702
92	18.079977	2.25249	22.61661	12.967999	229.73334	64.91427	416.0	88.0	1000.0	645956.0	0.23152544802867384	1.8776193	0.534735	3.074683	-0.41053876	23.460743	11.815534	90.21455	-9.177599	1.2207031e-08	-0.0070575904	1.6276042e-08	-0.0057727904	0.18279064	-0.07610656	118.35575	-64.56457	0	0	2.745962	0.0	0.98779356	0.009707391	2790000	9987.8374710083
93	17.428198	2.677869	21.258135	8.621867	234.76666	54.78058	320.0	90.0	1000.0	652999.0	0.23155992907801418	1.82622	0.5415436	3.1837237	-0.6343066	24.06068	12.242781	73.80579	-0.88951206	-2.0345052e-09	-0.0071707815	-7.324219e-08	-0.00205531	0.1685614	-0.06634092	113.3338	-62.638435	0	0	2.800093	0.0	0.9751123	0.009886276	2820000	10095.488707304
94	18.086735	3.7298012	24.822931	8.40494	230.13333	81.19554	484.0	137.0	1000.0	659903.0	0.23154491228070176	1.8314493	0.52037144	3.1720946	-0.44415104	23.927326	12.246815	75.44517	-4.7487097	8.138021e-09	-0.0070837564	-3.2552084e-08	-0.005461914	0.24688995	-0.10491671	122.3454	-71.72098	0	0	2.7863579	0.0	0.97196233	0.009939718	2850000	10202.966737031937
95	18.743822	4.023051	25.407135	2.1179726	254.56667	71.878914	414.0	111.0	1000.0	667540.0	0.2317847222222222	1.8971449	0.53041047	3.5665545	-0.55566174	25.126282	12.941149	76.22876	0.46908614	0.0	-0.007926271	4.8828124e-08	-0.0019398438	0.23725405	-0.112576455	130.83353	-77.48864	0	0	2.577103	0.0	0.9707608	0.009708376	2880000	10310.55193734169
96	18.81012	3.2074955	24.890942	11.951877	227.83333	59.724976	336.0	84.0	1000.0	674375.0	0.23174398625429554	1.9010262	0.5694237	3.6058795	-0.63324344	24.347067	11.727781	80.33913	-6.6006193	-7.629395e-09	-0.007153985	-1.0172526e-08	-0.008257774	0.22561741	-0.10439621	122.40348	-72.94141	0	0	2.7298071	0.0	0.96291727	0.009843665	2910000	10418.00928068161
97	17.924166	2.3316662	21.56262	12.370954	239.63333	82.78385	426.0	46.0	1000.0	681564.0	0.23182448979591835	1.9361966	0.53520525	3.254798	-0.58959174	24.203112	12.307441	76.99911	-3.1400118	-6.1035155e-09	-0.0073890197	-7.324219e-08	-0.012023038	0.22576185	-0.10681208	134.00002	-78.07502	0	0	2.6474242	0.0	0.9587693	0.009826547	2940000	10525.557971477509
98	18.909292	3.0044034	25.037333	10.379444	245.26666	74.42398	432.0	70.0	1000.0	688922.0	0.23196026936026937	1.8631816	0.49884847	3.144197	-0.39967406	25.477636	12.54034	78.29418	-0.31785503	0.0	-0.0074909646	0.0	0.0009655273	0.2247008	-0.08868609	140.9478	-81.11377	0	0	2.6955225	0.0	0.95258915	0.009875281	2970000	10633.553840398788
99	18.054773	3.7224069	24.444166	9.537725	237.2	68.22385	366.0	126.0	1000.0	696038.0	0.23201266666666667	1.9086361	0.59789264	3.4520357	-0.58267903	23.990465	12.547633	74.24535	-4.3014393	-3.0517577e-09	-0.0072939205	6.510417e-08	0.002883447	0.22229055	-0.09407914	124.16333	-72.20768	0	0	2.6859784	0.0	0.94896096	0.009844218	3000000	10740.953382492065
100	17.63203	2.3061585	23.060484	13.99717	257.73334	72.25784	415.0	115.0	1000.0	703770.0	0.23226732673267328	1.8851082	0.5419888	3.1055787	-0.4994156	24.653	12.73058	76.65006	-0.565905	0.0	-0.0076570017	-1.3834635e-07	-0.0055513754	0.18036363	-0.07303537	128.39397	-73.441086	0	0	2.5880656	0.0	0.9441544	0.009815351	3030000	10848.776156425476
101	17.865309	3.2570858	22.994976	8.776563	253.43333	84.28668	459.0	126.0	1000.0	711373.0	0.2324748366013072	1.8100274	0.53776956	3.1260467	-0.70932966	26.310724	13.911247	82.49034	-2.9329534	-8.138021e-09	-0.007367967	-7.73112e-08	-0.004334733	0.19246565	-0.08915082	154.58308	-91.11787	0	0	2.682928	0.0	0.94323033	0.009885086	3060000	10956.689273834229
102	18.431034	2.6718094	26.687628	14.378071	254.2	89.10645	433.0	66.0	1000.0	718999.0	0.23268576051779935	1.8966055	0.54058695	3.1827202	-0.23467539	26.166395	13.730299	78.97187	-3.7462683	-4.0690105e-09	-0.007368017	-6.510417e-08	0.0027321128	0.18938527	-0.089058265	147.35039	-88.450745	0	0	2.7098083	0.0	0.9457157	0.009747856	3090000	11064.308119297028
103	18.25387	3.1885514	26.89494	10.815014	250.23334	83.22807	433.0	99.0	1000.0	726506.0	0.23285448717948717	1.8711158	0.5552314	3.2803192	-0.55882937	26.046795	12.91953	89.16027	0.4287678	1.2207031e-08	-0.008232519	-2.0345052e-08	-0.00012799073	0.20855246	-0.094870865	138.26393	-84.78638	0	0	2.3889916	0.0	0.9500596	0.0098794075	3120000	11171.928343296051
104	18.119976	3.2767875	24.931633	10.045097	211.66667	69.39804	379.0	112.0	1000.0	732856.0	0.23265269841269842	1.8928083	0.5803938	3.4247463	-0.56396115	23.35076	12.43487	76.517235	0.10625604	-5.086263e-09	-0.0074491166	1.13932295e-07	0.0038545248	0.2593773	-0.12306933	109.351845	-63.184483	0	0	2.7258139	0.0	0.94007397	0.009863094	3150000	11279.471170902252
105	17.81381	2.3036962	22.043398	10.227568	269.8	69.73062	398.0	165.0	1000.0	740950.0	0.23300314465408806	1.8607523	0.5845969	3.2694516	-0.5676174	25.111307	12.373746	79.2194	-0.6189034	-4.0690105e-09	-0.007893785	-6.103516e-08	-0.0073145386	0.1704883	-0.06580843	127.58357	-69.538895	0	0	2.5332808	0.0	0.9393993	0.009819089	3180000	11386.972578525543
106	17.072945	3.2316008	23.05712	7.5911174	251.16667	75.645256	365.0	99.0	1000.0	748485.0	0.2331728971962617	1.8143921	0.5769889	3.1585982	-0.76549035	27.125877	12.789772	81.3477	1.7588927	-4.0690105e-09	-0.0070453896	-1.3020833e-07	-0.01045428	0.2547932	-0.12699191	139.2444	-77.98042	0	0	2.7700462	0.0	0.9394372	0.009841506	3210000	11494.524260759354
107	17.547913	2.728573	22.992496	9.3043785	215.63333	78.53469	403.0	42.0	1000.0	754954.0	0.2330104938271605	1.8116684	0.58103496	3.2181447	-0.79995316	24.39961	12.323523	73.127396	-2.0352216	-4.0690105e-09	-0.008128142	1.6276042e-08	-0.0045090984	0.19964223	-0.09571726	125.656395	-66.24075	0	0	2.5607243	0.0	0.9357694	0.009716761	3240000	11602.174201965332
108	16.966904	3.7533607	21.090925	1.0949228	228.4	83.87832	375.0	32.0	1000.0	761806.0	0.23296819571865443	1.7967935	0.56639814	3.7870972	-0.6327037	23.886408	12.729476	88.234436	-3.36163	2.0345052e-09	-0.013133563	3.2552084e-08	0.004011686	0.19532059	-0.11242564	117.955	-63.81509	0	0	2.397114	0.0	0.9437822	0.009868046	3270000	11709.932090997696
109	18.2351	2.6619568	23.952261	12.406554	264.66666	84.774734	448.0	116.0	1000.0	769746.0	0.23325636363636362	1.8222849	0.5310594	3.5306637	-0.59544986	25.21729	12.505562	74.20703	-2.075235	1.0172526e-09	-0.0077272523	-1.3834635e-07	-0.012969885	0.18782575	-0.09559828	144.98083	-82.3822	0	0	2.5957973	0.0	0.9469356	0.009954785	3300000	11817.643802642822
110	18.476263	2.1700304	23.672215	14.078024	233.03334	78.49267	372.0	61.0	1000.0	776737.0	0.23325435435435435	1.9004632	0.5062125	3.236511	-0.4783726	25.47999	13.068385	83.15132	-1.413377	1.2207031e-08	-0.008994694	-2.4414062e-08	-0.0072473227	0.19517897	-0.09903436	135.46786	-75.39728	0	0	2.2825043	0.0	0.93832827	0.009782222	3330000	11925.44817328453
111	18.330385	2.8014913	24.654594	13.830471	264.43332	90.10908	470.0	120.0	1000.0	784670.0	0.23353273809523808	1.9190255	0.5425419	3.4906542	-0.48968577	25.38956	12.803693	76.430046	-3.3163185	-2.4414062e-08	-0.007369739	9.969076e-08	0.00045575562	0.18718883	-0.086786054	146.2611	-78.64626	0	0	2.6343143	0.0	0.9449677	0.009796673	3360000	12033.157322406769
112	17.055477	3.6169376	22.567719	8.6378	261.93332	75.529655	429.0	95.0	1000.0	792528.0	0.23378407079646019	1.8595904	0.55725604	3.4073422	-0.48394996	27.111872	14.035204	79.4485	-1.0959047	1.0172526e-08	-0.009197058	3.2552084e-08	-0.008724304	0.23760056	-0.13141674	129.37813	-68.97613	0	0	2.088044	0.0	0.94477576	0.009514602	3390000	12140.950124502182
113	17.271101	2.7669444	24.26441	11.289139	224.83333	79.414566	422.0	88.0	1000.0	799273.0	0.23370555555555556	1.8300188	0.56374115	3.2433898	-0.69650483	25.651648	12.670343	77.704575	2.2257452	1.7038982e-08	-0.008639949	0.0	-0.0035507488	0.19297706	-0.095458046	141.93097	-81.95233	0	0	2.3196223	0.0	0.9290594	0.009880898	3420000	12248.366057157516
114	18.028353	2.772748	23.871859	13.104674	227.66667	71.77759	419.0	77.0	1000.0	806103.0	0.23365304347826088	1.8057284	0.50420535	2.9127884	-0.29231572	24.002542	12.825244	82.03808	-4.7352996	-1.2715658e-08	-0.007918056	-2.8483074e-08	-0.002750936	0.20622294	-0.113919385	127.93891	-69.32126	0	0	2.5579398	0.0	0.92355573	0.009654683	3450000	12355.915740251541
115	17.698957	2.9563472	22.077286	9.550915	250.36667	59.85064	367.0	152.0	1000.0	813614.0	0.2337971264367816	1.8378421	0.57392234	3.338396	-0.67180115	23.762817	12.236235	98.206795	-0.9786302	-1.4241537e-08	-0.009248226	-6.510417e-08	0.00075861	0.17920138	-0.08926293	117.23185	-64.89168	0	0	2.117383	0.0	0.9166455	0.00976061	3480000	12463.531083583832
116	18.135561	2.3992603	24.840012	13.058292	228.53334	71.4305	371.0	114.0	1000.0	820470.0	0.23375213675213674	1.8745401	0.5611535	3.4437587	-0.4614603	24.665049	12.195849	85.86986	-0.62303984	-1.2207031e-08	-0.0075331563	-8.138021e-09	-0.008863476	0.23850012	-0.12684146	121.453285	-63.762936	0	0	2.633881	0.0	0.9147116	0.009943989	3510000	12571.038690567017
117	18.795622	2.5642097	23.589136	11.977612	243.6	70.69211	363.0	70.0	1000.0	827778.0	0.23383559322033898	1.9081737	0.51651603	3.5088708	-0.69462013	25.209208	12.10224	78.54633	-2.650948	-6.1035155e-09	-0.0071620108	-1.2207031e-08	-0.001155607	0.19631132	-0.09975026	125.442535	-65.83548	0	0	2.6515696	0.0	0.9195977	0.009838662	3540000	12678.755236625671
118	18.384377	2.9284122	23.9052	9.378765	239.1	77.19471	418.0	94.0	1000.0	834951.0	0.23387983193277312	1.8926356	0.56009334	3.4398513	-0.29180747	23.572208	12.833255	78.11788	-5.1254873	-2.0345052e-09	-0.007528265	1.6276042e-08	-0.013560872	0.21348424	-0.10745257	128.22972	-68.102325	0	0	2.5603526	0.0	0.9104192	0.009634245	3570000	12786.380069494247
119	18.908451	2.5127158	23.775938	13.085676	262.56668	83.063705	408.0	117.0	1000.0	842828.0	0.23411888888888888	1.9110632	0.5441679	3.53231	-0.47569197	26.143759	13.210362	82.07982	-4.415304	9.155274e-09	-0.007635419	4.8828124e-08	-0.0029262695	0.20422453	-0.10395271	134.30194	-74.12701	0	0	2.556411	0.0	0.90045583	0.009934221	3600000	12894.296284675598
120	17.36334	4.0835857	23.809557	1.7229589	233.66667	81.92978	382.0	63.0	1000.0	849838.0	0.23411515151515153	1.832331	0.56451	3.1666303	-0.6813641	25.979666	12.729106	81.76333	-0.7598691	1.1189779e-08	-0.0071967673	3.2552084e-08	-0.0026873047	0.22214101	-0.12608263	136.74634	-72.76726	0	0	2.7878318	0.0	0.89900815	0.009916545	3630000	13001.7281935215
121	18.188444	2.8894598	24.682856	9.776654	244.43333	77.83387	448.0	115.0	1000.0	857171.0	0.2341997267759563	1.8528147	0.5637903	3.8567579	-0.6298209	23.813185	13.0100355	79.26417	-2.7315264	3.5603842e-09	-0.0073636277	8.138021e-09	0.003851587	0.20200902	-0.104944386	134.87805	-70.92798	0	0	2.6603465	0.0	0.9053327	0.009851835	3660000	13109.445595264435
122	18.03137	4.6033573	24.942904	4.6951227	225.86667	71.639244	371.0	100.0	1000.0	863947.0	0.2341319783197832	1.8612056	0.547453	3.7582765	-0.3292602	24.429295	12.614152	77.858185	-3.4550576	-1.1189779e-08	-0.007771225	-4.8828124e-08	-0.011689697	0.2571555	-0.1495318	117.44849	-61.835434	0	0	2.6734338	0.0	0.9042507	0.009973235	3690000	13216.889721155167
123	18.224388	2.1749084	22.503553	14.347255	213.1	62.13552	351.0	99.0	1000.0	870340.0	0.23396236559139785	1.9118345	0.58775574	3.3406632	-0.38144106	23.709091	12.162983	81.58832	-4.538509	-1.3224284e-08	-0.007013242	-8.951823e-08	-0.0015617147	0.20299539	-0.114429764	112.20256	-60.241802	0	0	2.7721734	0.0	0.90909785	0.009758881	3720000	13324.114640712738
124	18.858833	3.288107	23.233517	9.557719	234.03334	89.18762	414.0	92.0	1000.0	877361.0	0.23396293333333334	1.8910103	0.52281964	3.8021393	-0.17550549	23.73825	13.091007	84.55827	-2.2985277	-3.0517577e-09	-0.007137633	-4.8828124e-08	0.008382601	0.22164579	-0.11594076	138.97713	-71.76802	0	0	2.8203967	0.0	0.8954053	0.009942118	3750000	13431.861689567566
125	18.063816	3.6886446	22.754448	4.1709304	219.03334	84.35342	350.0	48.0	1000.0	883932.0	0.23384444444444444	1.9327157	0.60173506	3.6540768	-0.67453367	23.250437	13.349739	84.311195	-4.8537807	0.0	-0.007916634	4.0690104e-08	-0.0065375078	0.25090972	-0.13930577	116.98238	-64.00289	0	0	2.3904796	0.0	0.8984194	0.009537844	3780000	13539.13704252243
126	18.912376	2.3097527	23.797005	13.118371	221.63333	61.90341	341.0	93.0	1000.0	890581.0	0.23374829396325458	1.892228	0.5519141	3.206901	-0.44038334	23.055067	13.222867	86.88934	-12.645042	-5.086263e-10	-0.008216114	3.2552084e-08	-0.0051255045	0.20846352	-0.11632613	109.46038	-57.885773	0	0	2.3806324	0.0	0.8945408	0.009788774	3810000	13646.551920890808
127	18.13373	2.8041961	24.921688	12.918211	234.16667	77.27875	384.0	119.0	1000.0	897606.0	0.2337515625	1.9075122	0.5394588	3.438099	-0.45569327	22.518312	12.508528	86.07044	-2.1763735	-1.6276042e-08	-0.0076464578	-4.8828124e-08	-0.002312614	0.19305512	-0.09899453	126.62266	-71.68824	0	0	2.5396116	0.0	0.8928562	0.009743848	3840000	13754.105181217194
128	17.227528	3.7693033	23.704906	2.0914302	228.7	72.58198	377.0	85.0	1000.0	904467.0	0.2337124031007752	1.8627571	0.5417566	3.295189	-0.673726	23.7509	13.393294	82.43	-4.1870694	-4.0690105e-09	-0.008221818	-9.765625e-08	-0.0028770508	0.25309056	-0.13833134	117.96395	-68.87002	0	0	2.3534992	0.0	0.8929256	0.009784346	3870000	13861.777763605118
129	18.197727	2.5618796	23.622707	10.964104	252.7	69.88856	401.0	95.0	1000.0	912048.0	0.23385846153846154	1.8332255	0.52473617	3.1184158	-0.29403612	24.097614	12.933995	75.69239	-3.7288063	0.0	-0.0077631916	3.2552084e-08	-0.0035063762	0.22057353	-0.13058287	138.6864	-78.41016	0	0	2.6595383	0.0	0.887715	0.009784211	3900000	13969.401834964752
